"name_business","url","recommended","username","rating","review_date","review_text","reviewer_location","reviewer_friends","reviewer_reviews","ReviewLength"
"SoCal Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/socal-kitchen-and-bar-columbus?not_recommended_start=0","False","Joseph B.",5,"2023-10-07","This place is great! Atmosphere is chill and cool but the staff is also really friendly. They know what they're doing and what they're talking about, and you can tell making the customers happy is their main priority. Food is pretty good, some classics and some twists, and for their prices it's 100% worth it.","
Indianapolis, IN
",0,5,310
"SoCal Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/socal-kitchen-and-bar-columbus?not_recommended_start=0","False","Lexi M.",5,"2023-08-05","Took great care of my family! Will return","
Coram, NY
",0,4,41
"SoCal Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/socal-kitchen-and-bar-columbus?not_recommended_start=0","False","Emily D.",5,"2023-03-14","Happy hour was awesome! The service was quick and she had great recommendations for food options that were also on happy hour. Will be back!","
Columbus, OH
",83,11,140
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Tim M.",1,"2022-09-17","Reservation check in time was Friday September 16, 2022 8:15 P.M.Returned from restroom and one of the kitchen staff (big boisterous man in an apron) was sitting and cutting up with the customers, leaning on one of our tables shaking our drinks around. proceeds to the seats on the other side of and starts making poor natured jokes about Alzheimer's facilities lined with F-bombs and other vulgar language which my wife and I saw zero humor in having watched her mother die from this. No longer carried tiramisu, or raw oysters which are the 2 dishes we came for and the grilled chicken in the pasta was dry.Over 30 minute wait between appetizer and common pasta meal for party of 2.Over all was a let down when getting dressed up and expecting a better dining experience.On several occasion have patronized and rented out party room at the Gallo's Tap Room location on Bethel Rd. location with great results and good memories.Find it hard to believe that these 2 restaurants are under the same umbrella.","
OH, OH
",0,1,1005
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Rob B.",2,"2014-04-11","It's not often I get to have dinner with my dad but tonight we decided to go to Gallo's for food and drink. Our food and drinks were excellent, I had a small Caesar salad with Crawfish added and the Gallo's burger. Hands down, best meal I've had in a long time.However, our server, Sam, was largely absent. Granted, it was a busy Friday night and maybe she didn't like the fact my dad and I were two sitting at a four person table but I'm a bigger guy and he carries an oxygen machine and we didn't want to be run over all night sitting in the middle of the aisle. Also the Master's Tournament was on and we wanted to watch it. What I didn't particularly care for was how she acted we were such an inconvenience/burden to her. Or when it took 20 mins to get our check while she served other tables in front of us. If she would've acted with a modicum of care, this review would've been much higher. We felt unattended at times when we needed her service and ""token"" visits when we were set.I love Gallo's, it is an excellent restaurant, but tonight's service/server was not pleasant to endure. I definitely didn't feel as welcomed as visits past.","
Columbus, OH
",2,1,1146
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Charles P.",2,"2013-11-25","The chicken was dry.","
Seattle, WA
",1,15,20
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Jose H.",4,"2023-10-17","Excellent service and delicious food.  Our waiter was prompt and courteous and the background music was perfect for setting the mood for a great evening. I will to go back.","
OH, OH
",0,3,172
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Jody V.",4,"2017-07-22","A memorable evening for our visit to Gallo's Kitchen & Bar. Italian, Cajun/Creole being at the time of our list for menus, we thought we were in heaven. Tommy Gallo was a gracious host who took the time to tell us what was in the dishes we had before us. Most memorable though was Tommy calling all of we diners' attention to two of his employees. He wanted to show them appreciation for the excellent work, loyalty and skills they had. What employer does that?! We had a wonderful evening. Thank you Tommy.","
Mt Vernon, OH
",0,1,507
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Robert P.",4,"2016-03-10","We came here to see the Buckeyes/Badgers match after a complete day of tailgating (translation: eating and drinking nonstop). Regardless of this, we purchased something from the menu - other than beer - so we could participate in some 'sport eating'. The wings, with sauce served on the side, were meaty and cooked to perfection. Our group also loved some fried oysters, which matched nicely with our Jager Bombs (light on the bomb, significant on the Jagermeister). The crowd size was great; active, but not packaged. I 've a sense that even when they were slammed, the service would have still been outstanding. When I am in the region again I'd love to return to this spot and purchase a complete meal!","
Cincinnati, OH
",14,10,705
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Amanda R.",4,"2013-07-09","Wonderful atmosphere, and fantastic food and cocktails. Will definitely go back.","
Hilliard, OH
",0,40,80
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Pamela K.",4,"2012-02-23","First impression was wonderful! The staff is great and the food, despite being very very busy on Fat Tuesday, was stellar! Presented fabulously and not a morsel left on anyone's plate. Very nice, large glasses of wine served.  Planning on going again very soon!","
Columbus, OH
",1,1,261
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Andrew S.",5,"2023-11-09","Best restaurant in town. Great food and great service. Awesome prices and perfect location.","
OH, OH
",0,3,91
"Gallo’s Kitchen + Bar","https://www.yelp.com/not_recommended_reviews/gallos-kitchen-bar-columbus?not_recommended_start=0","False","Don W.",5,"2023-10-06","Updated Fall of 2023 review. Still our favorite place to go in NW CBUS. Menu has been tweaked and moved a bit upscale but plenty of the old favorites still exist. Specials are always worth a try and the Bar selections have expanded. We dine there often and have had Holiday parties, special events there also.","
Columbus, OH
",3,59,309
"Buck City Sammies","https://www.yelp.com/not_recommended_reviews/buck-city-sammies-columbus?not_recommended_start=0","False","Tyler V.",5,"2023-01-11","Great food and fast service and huge portions! The Karen sandwich is a must have, it's delicious","
San Francisco, CA
",0,1,96
"Buck City Sammies","https://www.yelp.com/not_recommended_reviews/buck-city-sammies-columbus?not_recommended_start=0","False","Dustin V.",5,"2023-01-11","This place is so good best sandwich I had in awhile also A1 customer service","
San Francisco, CA
",0,2,76
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Taura M.",1,"2022-07-26","Visually, a lovely place. Sadly that is were the positives end. It was a bit noisy, but that is out of their control. The food is priced high but is not good at all. With such a limited menu you would expect the dishes to be phenomenal. Overly fatty cuts of meat, soggy fries, tastes less artichoke, and a subpar burger is what we received. Honestly, I have had a better burger at a hole in the wall pub. You definitely pay for the looks of the place and not quality food. Save your pallette and some coins and just go to Mitchell's. Atleast the food will be delicious. It was a special occasion dinner so we spent over $200 for 2 people. I do not plan to go back.","
Blacklick, OH
",0,2,664
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Hilary R.",1,"2021-08-16","The only good thing about this restaurant is the decor. The food is ridiculously over priced for what is served - no flavor, no thought into the presentation and nothing special at all. The staffing is ramped up on the concierge team, which do nothing but check in guests. Our service was terrible - the server rarely checked in on us, food took one hour to arrive and when it finally did, it was probably sitting a while, as the food was soggy. The server clearly knew the occasion left us very dissatisfied so he gave us a cookie!?? A cookie for a disastrous $180 brunch?!!!! Not going back to this restaurant","
SoMa, San Francisco, CA
",0,1,611
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Stephanie S.",1,"2020-01-16","We recently dined at your establishment on 12/21 and I wish to share our an experience that left our entire group feeling harassed, threatened, and completely embarrassed. Prior to us making a reservation on 12/21 for our wrap party our Creative Coordinator Marielle had spoken with restaurant management 2 weeks before and asked for permission to photograph inside your venue. We clearly stated who we were, our objective and we were told we would be accommodated. We also made sure that when we took these photographs not to include any Patrons and or specific RH brand logos. I have been in photography for quite sometime and I have never been harassed for simply having a camera. We had a party comprised of 9 beautiful African American young and professional women. While we were dining we were snapping photos of our group with our Cellphones and Cameras. We were approached by a female manger who stated we were not allowed to take any professional pictures INSIDE the restaurant. We were left feeling very confused, again completely embarrassed and feeling singled out as we specifically reached out to restaurant management prior to making a reservation to ensure there were no issues with our parties intentions. Had we been informed 2 weeks prior we would have definitely secured a new location and spent our money elsewhere. Because of the decor and ambiance within this establishment there were patrons taking group photos inside the restaurant. Those same patrons were taking photos that resulted in other patrons having to wait or move out of the way etc. Yet to my knowledge no other customers were approached as we were. After we finished dining we were never once approached by management for positive interaction including not being asked how was our meal etc. We honestly felt ostracized for doing something 90% of what patrons were doing using their cell phones. We did approach the Male manger who had previously cleared our party's intentions and he again assured us there were no issues. Instead of continuing to photograph inside the restaurant we opted to go outside the Restaurant onto the rooftop patio which was virtually empty due to the cold weather in Ohio and snapped some pics of the skyline with our party. We were again approached by the same female manager and several waitstaff now stating it was against company policy to take professional photos outside? Even though originally we were told we could not take pictures INSIDE of the restaurant. We tried to explain that we had just spoken to someone in management who cleared our party to do so. Rather than consult with her management team she basically ushered us out of the restaurant. So this was yet another negative interaction due to a clear miscommunication amongst leadership/management. Her behavior demeanor, and tone in layman's terms basically called us liars this was in full view of other patrons inside the restaurant. After this interaction I made sure to ask management for the corporate contact information before we left, in order to make you aware of the treatment we received from your management staff. The biggest issue I would like drive home is we were customers/patrons yet we were made to feel and look as if we were trespassing. Furthermore we were not approached prior to ordering our food and drinks stating there was any specific photography policy. We did not hide our cameras at any point so they were in plain view of management and staff from the time we arrived. There is no mention of this on any website nor were there any signs posted within the establishment forbidding professional photography. This interaction was highly disturbing and I will be posting on my social media to shine a light on how we as black women and black consumers are treated in real world every day social interactions. There is always a better way to handle these types of situations and the management team and staff at RH definitely missed the mark.","
San Francisco, CA
",88,1,3957
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Douglas K.",1,"2020-01-01","Arrived at 5:40 on 12/30 and were told the wait was 1:45 for a table for 4. Surprisingly we were paged about 6:30 for our table. Lovely, friendly hostess showed us to our table. Scanned the menu and discovered it was very limited in selection and pricey. Asked our server if the heat could be turned up as it was chilly where we were seated. Didn't change. No liquor license. BooHoo! Wine is expensive for a modest serving. We ordered 3 RH burgers and 1salmon entree. We expected nice plump, juicy patties and got 2 well done thin patties that were almost impossible to cut with a steak knife. Mc Donald's is much better! The salmon entree was presented on a dinner plate with no garnish or anything else. It looked pitiful! While the setting is lovely,they have a long way to go with their menu and quality of the food. Unless they get a great deal better, we won't return!","
Whitehall, OH
",0,2,874
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Nova S.",2,"2021-11-06","Our experience Friday November 5, 2021 at RH Rooftop was a severe disappointment to say the least. The ambiance was great, but we went to RH Rooftop for our anniversary dinner at 8:45pm with reservations and didn't get seated until about 9:40pm. The food was forgettable, we tried the Prime Rib sandwich (was ok with the dipping sauce), Caesar salad (could have been better), artichoke appetizer (which was the only good thing that I'd recommend), the Burrata which sounded better on the menu then it actually was, and the mushrooms (came out flavorless and dry). The salads and the artichoke appetizer which we thought was sent to make up for our long wait was set on our table by mistake. We saw the look on our waiters face with surprise and confusion ""like where did this come from."" Overall, I'd give the restaurant a 2 out of 5 stars.","
Riverside, CA
",163,6,840
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Margaret C.",3,"2024-02-21","Ambiance was amazing, but you are paying big big big bucks to sit right next to and behind someone else. NO PRIVACY at your tables. I could lean my head against the person behind me if I was so inclined or reclined :). The food was good, but small amounts served. The drinks are expensive - like NY prices. Actually, the entire experience felt like it was trying to be in LA or something. Where in reality you are just in Columbus on top of a chain home decor store.","
Columbus, OH
",0,2,466
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Diana P.",3,"2020-08-15","First off...love that this spot is an addition to Easton. The furniture store is fabulous and very high end. The entrance, hospitality and walk up to the restaurant is great. We sat in a gorgeous dining room with the best chandeliers. We weren't allowed outside on the rooftop patio though. Covid and stuff. Mebu seemed super condensed and they only have wine and beer. No cocktails which seems odd. We thought it was a covud thing but the server said no. The hamburger was a hamburger and super heavy. We started with some kind of charcuterie board that had a great balsamic vinegar but there was so little of it. We asked for more and got a dollup with the announcement that its really expensive. The salmon was cooked great and yummy bit its literally just a piece if salmon. We ordered sides like fried and veggies. If not, there wouldn't have been enough food. The shaved rib sandwich seemed to be the best meal. Service was boring and for 300 for the meal for 4, we left hungry and feeling incomplete.","
Phoenix, AZ
",486,461,1007
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Laura C.",3,"2020-02-13","This is a beautiful place and okay to grab a glass of wine. We had an awkward experience with the manager talking poorly and judging patrons. Made for a very unprofessional and disheartening experience. The food looked okay but overpriced, we decided to leave after one drink. We went over to Ocean Club and enjoyed cocktails, dinner and desert instead of staying. So many amazing options at Easton!! It's nice to visit once but we have no desire to go back.","
Galena, OH
",1,4,458
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Antonio D.",5,"2024-01-13","Great food. The waiter Giovanni recommended a custom dish ..Grilled cheese with lobster and peppers and truffle","
Bonita Springs, FL
",0,4,111
"RH Rooftop Restaurant Columbus","https://www.yelp.com/not_recommended_reviews/rh-rooftop-restaurant-columbus-columbus-6?not_recommended_start=0","False","Ace C.",5,"2023-07-17","The food is great but the service and atmosphere is even better. I highly recommend you stopping in and checking it out.","
Winter Garden, FL
",672,24,120
"Catrina Mexican Cuisine","https://www.yelp.com/not_recommended_reviews/catrina-mexican-cuisine-columbus?not_recommended_start=0","False","Mila D.",5,"2022-03-26","Was looking for authentic Mexican food in Columbus and this spot is it! Food is delicious- It feels like homemade food. The staff are so attentive and kind and willing to make your experience enjoyable! Added to our favorite restaurants in the city!","
Atlanta, GA
",0,1,249
"Catrina Mexican Cuisine","https://www.yelp.com/not_recommended_reviews/catrina-mexican-cuisine-columbus?not_recommended_start=0","False","Reggie M.",5,"2021-11-10","We have driven by a couple times and finally stopped in today. The food was incredible. Fresh, made-to-order, delicious, authentic Mexican cuisine! We can't wait to go back and try more dishes. At least for now, they only accept Cash or CashApp for payment.","
Columbus, OH
",0,1,257
"Koshi - Korean food and sushi","https://www.yelp.com/not_recommended_reviews/koshi-korean-food-and-sushi-columbus-2?not_recommended_start=0","False","Jessica W.",5,"2023-01-23","I got the Tteokbokki with mozzarella and banchan delivered and everything was so delicious!","
Brooklyn, NY
",205,12,91
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","J M.",5,"2022-01-03","Absolutely wonderful. Its hard to get Cajun food in Ohio and this place delivers.","
OH, OH
",0,3,81
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Libby F.",5,"2021-04-09","I was introduced to Yats just yesterday and I am very upset I didn't know about them sooner. It's surprising to find a new favorite restaurant during a pandemic, however Yats is worth the trip out of the house. The food was amazing and the variety was astounding. I was torn on what to order and they were quick to let me know that I did not have to choose as a half order of each would be easy enough to do. I loved every bite of my Drunken Chicken and Spinach and Mushroom Etuffee. The dishes came to the table (first time I have sat in a restaurant in over a year and I felt safe and comfortable the whole time) quickly and the waiter provided an extended list of hot sauces and seasonings since everyone at our table was craving SPICE. There was nothing that could have made my visit any better.","
West Central, Springfield, MO
",17,5,799
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Aaron N.",5,"2019-10-07","Best Cajun I've had in Ohio.  Used to spend a lot of time in LA--this is the real deal.  Crawfish etoufee was creamy and hearty.  Chorizo etoufee and ""b and b"" was a wonderfully balanced blend of Cajun spicy and sweet.  The bread was something worth ordering extra, as are the voodoo chips.  Service was prompt and the guy behind the counter showed an opus pride on his work.  All in all, made my day better like a great meal can.","
Locust Grove, GA
",0,3,430
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Scott F.",5,"2019-04-22","A great place for Creole/Cajun food. Always friendly and helpful and serving great food.","
Plain City, OH
",0,2,88
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Chris M.",5,"2018-07-16","Great quick lunch. The drunk chicken was our favorite. Will definitely be back when in the area.","
Lakeview, OH
",0,9,96
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Mike R.",5,"2018-06-19","Loved all 4 dishes we had and all the side sauces were great. And the bread...yum. Server was polite and the prices were very reasonable.","
Powell, OH
",2,4,137
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Jeanine H.",5,"2018-03-04","Food was very good. I recommend the 1/2 and 1/2 to receive more options. The chili cheese crawfish etouffee was great.","
Columbus, OH
",0,2,118
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Mindy F.",5,"2018-02-10","Amazing flavors and we will definitely be back!!! Chili Cheese Étouffée is to die for!!","
Circleville, OH
",116,15,87
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Boris C.",5,"2017-09-05","Tried this hidden gem for lunch. Ordered half of the Chili Cheese Étouffee with Crawfish and half Vegetarian Spinach and Mushroom Etouffee. All of this including rice and Cajun buttered bread + additional bread from the Yelp check-in for only $8.50!  Affordable and Delicious! I will definitely be coming back!","
Cincinnati, OH
",322,6,310
"Yats Grandview","https://www.yelp.com/not_recommended_reviews/yats-grandview-columbus?not_recommended_start=0","False","Paul M.",5,"2016-06-29","The food at Yats is delicious and brings me back to Louisiana. The Etouffee is delicious and the Drunken Chicken is excellent flavor. The menu board has so many good choices and it is fun to sample them before making my order. I like how the ingredients are listed so you can get a feel for what the dish will taste like. The emphasis is on flavor and not heat, which is my preference. The portions are good sized and reasonably priced.  They now sell beer.I am a repeat customer and look forward to eating at Yats again.","
Vincent, OH
",0,4,521
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Lisa W.",1,"2020-03-09","My co-worker and I stopped for lunch. The veggie bowl comes with three sauces to choose from. I asked about the peanut sauce and was told it was kind of spicy so I steered clear. I then asked about the curry sauce and was told it is spicy as well so I settled for the sesame which I was told is sweet. Upon the arrival of our food, we both ordered the same exact thing, we noticed it was very spicy. I asked the three people who were working there if the sesame was supposed to be sweet and they all three said yes. I told them our lunch was very spicy instead of sweet and that maybe the wrong sauce was on ours.....Nope, all three of them acted like total jerks and were basically not concerned in the least bit that we were unhappy with our lunch. None of them even offered to make sure we had the correct sauce. I wasn't rude while inquiring at all but the fact that they didn't even offer to check and make sure our lunch was correct was not a very good way to handle customers. We will never go there again. I guess there is a reason there were only two other people in the whole place","
Galloway, OH
",0,1,1091
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Jorge M.",5,"2023-04-29","I recently visited this vegan restaurant and it was a fantastic experience! The staff was incredibly friendly and welcoming, and the atmosphere was cozy and inviting. The vegan omelet I ordered was absolutely perfect - it was fluffy, flavorful, and cooked to perfection. I also tried a few other items on the menu and each one was just as delicious. It's so refreshing to find a restaurant that not only offers vegan options but also excels at making them taste amazing. I highly recommend this restaurant to anyone looking for delicious plant-based meals. Overall, it was a 5-star experience and I can't wait to go back!","
Miami Beach, FL
",158,26,621
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Bobbi T.",5,"2022-07-13","Amazing! Would highly recommend. You will not be disappointed!The staff is amazing as well!","
Mason, OH
",26,5,91
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Angie C.",5,"2022-04-09","Amazing food-worth the drive over from Dayton! All 4 of us ordered something different and all 4 us LOVED our food. Friendly staff and the suggestions were just just what we were looking for. We had the nachos as an appetizer and it was plenty for all 4 of us. We loved our lunch so much we ordered a Pizza to take home for dinner (1/2 Nashville Hot and 1/2 Jalapeño Popper).","
Beavercreek, OH
",68,6,375
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Alex L.",5,"2021-10-01","I got the Tomato Bacun Grilled Cheese and it was DELICIOUS!","
Princeton, NJ
",0,11,59
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Jana G.",5,"2020-01-18","If you're a vegan looking for a variety of healthy, delicious options for breakfast and lunch, this is the place for you! Everything we ordered was absolutely fantastic, the service is fast and the restaurant is clean and inviting.","
Lewis Center, OH
",20,28,231
"4th & State","https://www.yelp.com/not_recommended_reviews/4th-and-state-columbus-2?not_recommended_start=0","False","Zachary M.",5,"2020-01-06","This is place is still in its soft opening stage, so arrive with time and a little patience to spare. When I walked in, only one staff member was there, taking both the orders and preparing the food, but the food is worth the wait. As a vegan, it truly is a relief to be able to order anything straight off the menu without substitutions or adjustments. I had the burrito bowl, which was thoughtfully prepared, filling, and fairly priced. Everything from the ""chorizo"" to the guac tasted fresh and flavorful. I suspect other items on the menu will follow this trend, especially their breakfast items. I will definitely be back soon to confirm my suspicions.","
Columbus, OH
",0,1,657
"Little West Tavern","https://www.yelp.com/not_recommended_reviews/little-west-tavern-columbus?not_recommended_start=0","False","M M.",5,"2024-02-22","Our host, Michael, was the epitome of hospitality, guiding us through the hotel's charming venues with an infectious enthusiasm that made us feel right at home.Maudine's offered a quaint and cozy start to our tour. The coffee shop's ambiance, paired with delightful pastries and a robust selection of beverages, was a perfect morning treat. Michael's knowledge of the menu and the stories behind the selections added a personal touch that was much appreciated.The Brass Eye bar presented a striking contrast with its rooftop setting, offering breathtaking views of the Downtown skyline. It was the ideal spot for an evening wind-down, with a cocktail menu that boasted both creativity and classic choices.At the heart of our experience was the Little West Tavern. The tavern's meat-forward menu, centered around a wood-fired grill, provided a culinary adventure that was both comforting and satisfying. The open format of the grill and the engaging service complemented the rustic yet refined atmosphere.Lastly, the Trade Room in the lobby was a vibrant space where the energy of the city seemed to converge. Whether for a casual meeting or simply to soak in the chic environment, it was a space that invited guests to linger longer.Michael's tour was not just a showcase of the hotel's offerings but a journey through the stories and experiences that make the Junto a standout destination. His passion for the place and its people was evident, making our visit memorable and leaving us eager to return","
San Francisco, CA
",0,1,1502
"Little West Tavern","https://www.yelp.com/not_recommended_reviews/little-west-tavern-columbus?not_recommended_start=0","False","Joseph Edward M.",5,"2023-11-20","Had a wonderful time at Little West Tavern, a cozy and charming restaurant in Columbus. as soon as we came through the doors the host, Michael, was very friendly and welcoming, we came in on a busy night without a reservation, so of course we were thinking we would have to sit at the bar, but he thankfully had some room left for us to be seated! We sat at nice table by the window. Our server, Karen, was attentive and helpful, and she gave us some great recommendations from the menu. We ordered the bone marrow, the broccolini, and the tomahawk steak, and they were all delicious. The bone marrow was rich and creamy, the broccolini was crisp and flavorful, and the tomahawk steak was cooked to perfection. The portions were generous and the prices were reasonable. The restaurant also had a great selection of drinks, and we enjoyed a couple of cocktails from the bar. The atmosphere was lively and relaxed, and we loved the decor and the music.We had a great conversation with Karen, who were both very personable and professional. Afterwards Michael showed us up to Brass Eye where he gave us some more intel on the Background of the Hotel, I find it Fascinating that it's almost all one theme BENJAMIN FRANKLIN and then about a Cow named Maudine. At the end of the night They made us feel like we were part of the family. We will definitely be back soon, and we highly recommend Little West Tavern to anyone looking for a great dining experience in Columbus.","
Columbus, OH
",0,1,1466
"Little West Tavern","https://www.yelp.com/not_recommended_reviews/little-west-tavern-columbus?not_recommended_start=0","False","Roy M.",5,"2023-10-23","If you are looking for a place to enjoy a delicious meal cooked in a wood-hearth oven, you should definitely check out Little West Tavern. The restaurant is part of The Junto, a boutique hotel that combines history and modernity. I had a wonderful experience there, thanks to Michael, our host. He was very attentive, courteous, and knowledgeable.Michael welcomed us with a smile and escorted us to our table, which was near the fireplace. He gave us the menus and told us about the history of the restaurant and the hotel. We ordered the Queso Fundido , the Chicken under the Brick with mashed potatoes, and the Banana Bread Sundae. Stu our Server and Joel brought us our food in a timely manner and made sure we had everything we needed. He also suggested some wine pairings for our dishes and brought us some bread and butter. The food was mouthwatering and hearty, especially the soup, which had a rich and creamy texture. The chicken was moist and tender, and the Sundae was sweet and Tasty.Michael also conversed with us about the neighborhood and the attractions in Columbus. He told us some fun facts about Maudine, the cow who became a celebrity in 1926, and how she inspired the name and the decor of the coffee shop. He also recommended some places to visit, such as the the Columbus Museum of Art, and the Short North.We finished our meal with some coffee and tea, which Stu said were from local roasters. He thanked us for choosing Little West Tavern He also invited us to explore the other venues at The Junto, such as Brass Eye.We left Little West Tavern feeling satisfied and impressed by the quality of the food, the atmosphere, and most importantly, by Michael's Personability. He was one of the most Hospitable Hosts we ever met at a restaurant. He made us feel at home, cared for, and entertained. He was professional, friendly, and informative. He exceeded our expectations and made our night unforgettable. I would definitely return to Little West Tavern and recommend it to anyone who wants to have a great dining experience in Columbus.","
Columbus, OH
",0,1,2060
"Rooh Columbus","https://www.yelp.com/not_recommended_reviews/rooh-columbus-columbus?not_recommended_start=0","False","Archana D.",1,"2023-08-26","Today we went to this restaurant with our family friends and ordered our drinks , small plates and then main food. It turned out to be a disaster and shock to us. Drinks were hopeless and not worth. The quantity of food were so less as per the rates.. and the most important thing being an Indian restaurant there was no flavors in the food. it was just cooked in readymade sweet sauces , cream . We were so disappointed with the shitty food which was utterly expensive. Not worth going at all....","
Columbus, OH
",0,1,497
"Rooh Columbus","https://www.yelp.com/not_recommended_reviews/rooh-columbus-columbus?not_recommended_start=0","False","Wendy W.",1,"2023-01-14","My wife and I went to Rooh tonight for dinner we had an amazing server, the food was amazing.However, there was an extremely loud man in the restaurant. We asked the owner/manager if he could do something such as ask the man to use his inside voice in this upscale restaurant. The owner reluctantly said, ""you want me to say something to them?"" He went over and said something then pointed at us and then the man was even louder. No one could have a conversation of their own due to this. When we asked about it they suggested we come at a quieter time. Great food, we had a kick ass server, however do not recommend to the lesbian crowd as it did seem a women's request was trivialized and belittled, while men were allowed to do what they wanted at others expense. Which, at Rooh, the expense isn't just a ruined night but a very expensive ruined night when plates are $30 and up.We felt like we were in a sports bar, not fine dining.","
Cleveland, OH
",0,1,936
"Rooh Columbus","https://www.yelp.com/not_recommended_reviews/rooh-columbus-columbus?not_recommended_start=0","False","Janek I.",1,"2021-10-10","On behalf of all my indian brethren and sisters this was absolutely disgraceful.I would recommend going to any other establishment instead of this ""indian"" restaurant.","
SoMa, San Francisco, CA
",0,2,167
"Rooh Columbus","https://www.yelp.com/not_recommended_reviews/rooh-columbus-columbus?not_recommended_start=0","False","Kelsey G.",1,"2021-05-25","HORRIBLE experience! Made a reservation almost 2 months in advance for my wedding rehearsal dinner and gave them my credit card to reserve for a large party. My party shows up the day of and they had lost my reservation! The owner was insulting, and did not do anything to accommodate our party even though when I explained the conversation with his hostess he confirmed that's how they take reservations. Will never go back and would absolutely not recommend. Ruined our rehearsal","
Near East Columbus, Columbus, OH
",0,1,481
